COMMENT_ID,VIDEO_ID,AUTHOR_NAME,COMMENT_TEXT,PUBLISHED_AT
홍지_hongji_20250614_c7,홍지_hongji_20250614,@정재광-s4q,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-06-14
홍지_hongji_20250614_c8,홍지_hongji_20250614,@정재광-s4q,❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-06-14
홍지_hongji_20250613_c1,홍지_hongji_20250613,@정재광-s4q,맛있게드셔서 보기좋으세용 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-06-14
홍지_hongji_20250613_c2,홍지_hongji_20250613,@정재광-s4q,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-06-14
홍지_hongji_20250613_c3,홍지_hongji_20250613,@짜파게티-f1y,초코코팅이 두꺼워서 초코 좋아하면 진차 맛있겠다요ㅠㅠㅠ,2025-06-13
홍지_hongji_20250613_c4,홍지_hongji_20250613,@Duda_woo,와 찐보다 맛나보여요ㄷㄷ❤❤❤❤❤,2025-06-13
홍지_hongji_20250612_c1,홍지_hongji_20250612,@짜파게티-f1y,저도 그냥 불닭소스는 좀 힘들듯요ㅋ,2025-06-12
홍지_hongji_20250612_c2,홍지_hongji_20250612,@Duda_woo,"꺄악 연어 넘넘 좋아유❤❤❤❤❤
간장에 와사비라니! 저랑 취향 겹치네용!❤❤❤
오늘도 영상 넘 잘 보고가용🩵🩷💜",2025-06-12
홍지_hongji_20250612_c3,홍지_hongji_20250612,@Nyen-c5h,소리 대박♡,2025-06-12
홍지_hongji_20250611_c1,홍지_hongji_20250611,@Duda_woo,이디야 수박주스가 맛나데용!❤,2025-06-11
홍지_hongji_20250611_c2,홍지_hongji_20250611,@Duda_woo,"헉 저번에 알려주셨던 딸기우유🍓🥛
이렇게 직접 만들어드시는 영상까지❤❤
역시 홍지님❤️🧡💛💚🩵💙💜",2025-06-11
홍지_hongji_20250611_c3,홍지_hongji_20250611,@최신우-t8g,구독 함니다,2025-06-11
홍지_hongji_20250611_c4,홍지_hongji_20250611,@짜파게티-f1y,오 화채에 딸기우유를 넣으시는군아😮,2025-06-11
홍지_hongji_20250610_c1,홍지_hongji_20250610,@Duda_woo,"진짜 쩔어여ㅡㄷㄷ❤❤❤소리만 들어도 대박❤❤❤
그리구 옆에 손 왤케 다정해여❤진짜 두분 행복하셔용❤❤❤❤❤❤❤❤❤❤❤❤❤",2025-06-10
홍지_hongji_20250609_c1,홍지_hongji_20250609,@다묭0,이제서야 보다닝.. 넘 맛있게 드세요!❤,2025-07-10
